"job_id","STC","rack_address","port_x_m","port_y_m","port_z_m","kind","arrival_s","dispatch_s","complete_s","wait_s","lead_s","cycle","measurement_window","seed","port_route","fem_case"
"STC1/in-51","1","STC01-B-011-08-D2","0","0","-1.2","in","4242.507608019348","4270.226680366937","4308.4361800042","27.719072347589645","65.92857198485217","in","true","20260909","BASE","1"
"STC1/out-51","1","STC01-A-023-04-D2","0","0","-1.2","out","4302.621475862606","4308.4361800042","4364.145679641462","5.81470414159412","61.524203778856645","out","true","20260909","BASE","1"
"STC1/in-52","1","STC01-A-007-07-D2","0","0","-1.2","in","4330.964187958411","4364.145679641462","4400.355179278725","33.18149168305172","69.39099132031424","in","true","20260909","BASE","1"
"STC1/out-52","1","STC01-A-006-09-D2","0","0","-1.2","out","4391.461459112221","4400.355179278725","4447.064678915987","8.893720166503954","55.60321980376648","out","true","20260909","BASE","1"
"STC1/in-53","1","STC01-A-030-03-D2","0","0","-1.2","in","4410.084581242076","4447.064678915987","4493.440845219917","36.98009767391159","83.35626397784108","in","true","20260909","BASE","1"
"STC1/in-54","1","STC01-A-026-09-D1","0","0","-1.2","in","4490.589933082727","4493.440845219917","4557.483678190513","2.85091213718988","66.89374510778634","dc","true","20260909","BASE","1"
"STC1/out-53","1","STC01-A-014-04-D2","0","0","-1.2","out","4473.894375819447","4493.440845219917","4606.693177827776","19.546469400469505","132.7988020083285","dc","true","20260909","BASE","1"
"STC1/in-55","1","STC01-B-008-06-D2","0","0","-1.2","in","4578.419439675552","4606.693177827776","4640.902677465038","28.273738152223814","62.48323778948634","dc","true","20260909","BASE","1"
"STC1/out-54","1","STC01-A-026-01-D1","0","0","-1.2","out","4555.414683857401","4606.693177827776","4696.778843768968","51.278493970375166","141.36415991156719","dc","true","20260909","BASE","1"
"STC1/in-56","1","STC01-A-023-03-D1","0","0","-1.2","in","4662.612999411565","4696.778843768968","4733.155010072897","34.16584435740242","70.54201066133191","dc","true","20260909","BASE","1"
"STC1/out-55","1","STC01-A-015-04-D2","0","0","-1.2","out","4639.7072309641435","4696.778843768968","4780.363227583008","57.071612804824326","140.65599661886426","dc","true","20260909","BASE","1"
"STC1/in-57","1","STC01-A-010-02-D1","0","0","-1.2","in","4744.420248341879","4780.363227583008","4808.07272722027","35.94297924112834","63.652478878390866","dc","true","20260909","BASE","1"
"STC1/out-56","1","STC01-B-014-01-D1","0","0","-1.2","out","4727.366163743926","4780.363227583008","4846.10831038625","52.99706383908142","118.74214664232386","dc","true","20260909","BASE","1"
"STC1/in-58","1","STC01-B-028-08-D1","0","0","-1.2","in","4822.408407367766","4846.10831038625","4885.817810023513","23.699903018484292","63.40940265574682","dc","true","20260909","BASE","1"
"STC1/out-57","1","STC01-B-017-08-D2","0","0","-1.2","out","4813.622924934275","4846.10831038625","4936.860642994108","32.48538545197516","123.23771805983324","dc","true","20260909","BASE","1"
"STC1/in-59","1","STC01-A-024-02-D1","0","0","-1.2","in","4914.679426767731","4936.860642994108","4973.903475964705","22.181216226377728","59.22404919697419","dc","true","20260909","BASE","1"
"STC1/out-58","1","STC01-B-016-04-D2","0","0","-1.2","out","4893.941099405555","4936.860642994108","5021.778360141481","42.9195435885531","127.83726073592607","dc","true","20260909","BASE","1"
"STC1/in-60","1","STC01-B-017-08-D2","0","0","-1.2","in","5002.867134719023","5021.778360141481","5059.987859778744","18.9112254224583","57.120725059720826","dc","true","20260909","BASE","1"
"STC1/out-59","1","STC01-B-008-04-D2","0","0","-1.2","out","4984.588518724112","5021.778360141481","5103.1854478977075","37.18984141736928","118.59692917359553","dc","true","20260909","BASE","1"
"STC1/in-61","1","STC01-A-009-08-D2","0","0","-1.2","in","5093.404809232536","5103.1854478977075","5141.39494753497","9.780638665171864","47.99013830243439","dc","true","20260909","BASE","1"
"STC1/out-60","1","STC01-B-013-01-D2","0","0","-1.2","out","5069.945460257254","5103.1854478977075","5192.437780505566","33.239987640453364","122.49232024831144","dc","true","20260909","BASE","1"
"STC1/in-62","1","STC01-A-015-09-D2","0","0","-1.2","in","5183.039707544127","5192.437780505566","5232.647280142828","9.39807296143863","49.607572598701154","dc","true","20260909","BASE","1"
"STC1/out-61","1","STC01-A-005-01-D2","0","0","-1.2","out","5149.770490807881","5192.437780505566","5279.980818184727","42.66728969768428","130.21032737684527","dc","true","20260909","BASE","1"
